138	 																																																																																																														
AA .50 cal MG	49	49	1	7	0	7	5	200	5	0	105	3	125	30	6	5	464	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	10	-1	-1	-1	-1	0	-1	-1	-1	-1	298	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1800	-1	-1	-1	-1	23	-1	-1	-1	-1	22	-1	-1	-1	-1	18	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	3
AA .30 cal MG	50	50	1	7	0	7	4	150	5	0	250	4	45	15	7	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	10	-1	-1	-1	-1	0	-1	-1	-1	-1	298	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	3
Enf No2 Revolver	51	71	1	11	0	7	2	300	5	0	6	1	2	0	5	3	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	350	0	0	0	0	5	-1	-1	-1	-1	10	-1	-1	-1	-1	25	-1	-1	-1	-1	50	-1	-1	-1	-1	3	-1	-1	-1	-1	3	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	0
Schweres MG42	52	52	1	7	0	7	2	50	5	300	250	11	52	15	8	3	452	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	350	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	0
Vickers .303 K-Gun	53	127	1	7	0	7	2	60	5	50	96	6	30	4	8	3	430	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	4	-1	-1	-1	-1	0	-1	-1	-1	-1	372	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	0
MP 43	54	54	1	3	0	7	5	100	5	0	30	4	11	4	5	3	476	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	2	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	25	-1	-1	-1	-1	100	-1	-1	-1	-1	300	-1	-1	-1	-1	500	-1	-1	-1	-1	8	-1	-1	-1	-1	8	-1	-1	-1	-1	6	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	0
Gewehr 242(f)	55	3	0	1	0	7	20	110	5	0	5	1	7	1	5	3	431	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	2	-1	-1	-1	-1	0	-1	-1	-1	-1	431	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	260	-1	-1	-1	-1	400	-1	-1	-1	-1	12	-1	-1	-1	-1	11	-1	-1	-1	-1	10	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	0
8.8cm PaK 43	56	21	1	9	1	7	50	50	3	0	1	1	0	5	5	5	464	0	0	0	0	0	0	0	0	2	1	2	-1	4	20	6	0	0	20	20	-1	20	-1	0	0	-1	0	-1	476	431	0	398	0	500	400	-1	400	-1	1000	750	-1	750	-1	1500	1200	-1	1200	-1	2000	1500	-1	1500	-1	227	45	-1	5	-1	204	40	-1	5	-1	190	40	-1	5	-1	176	35	-1	5	-1	2	9	-1	1	-1	0	6	-1	0	-1	0	4	-1	0	-1	0	3	-1	0	-1	16	0
OPEN	57	57	-1	5	0	7	20	20	15	0	2	2	0	0	10	1	452	0	0	0	0	0	0	0	-1	-1	-1	-1	3	0	0	0	0	8	-1	-1	-1	-1	6	-1	-1	-1	-1	0	0	0	0	0	350	-1	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	-1	-1	30	-1	-1	-1	-1	60	-1	-1	-1	-1	125	-1	-1	-1	-1	100	-1	-1	-1	-1	80	-1	-1	-1	-1	60	-1	-1	-1	-1	100	-1	-1	-1	-1	90	-1	-1	-1	-1	75	-1	-1	-1	-1	50	31	0
Flammenwerfer 35	58	75	-1	5	0	7	20	20	15	0	2	2	24	0	10	1	452	0	0	0	0	0	0	0	-1	-1	-1	-1	3	0	0	0	0	8	-1	-1	-1	-1	6	-1	-1	-1	-1	0	0	0	0	0	372	-1	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	35	-1	-1	-1	-1	125	-1	-1	-1	-1	100	-1	-1	-1	-1	80	-1	-1	-1	-1	60	-1	-1	-1	-1	125	-1	-1	-1	-1	100	-1	-1	-1	-1	70	-1	-1	-1	-1	42	31	0
OQF 17pdr	59	109	-1	9	1	7	80	80	3	300	1	1	0	5	5	5	423	0	0	0	0	0	0	0	0	2	-1	2	-1	4	12	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	431	431	0	398	0	500	350	-1	350	-1	900	650	-1	650	-1	1300	1000	-1	1000	-1	2300	1600	-1	1600	-1	185	30	-1	4	-1	166	28	-1	4	-1	156	28	-1	4	-1	126	28	-1	4	-1	2	7	-1	4	-1	0	5	-1	0	-1	0	3	-1	0	-1	0	2	-1	0	-1	110	0
OPEN	60	19	3	8	0	7	100	35	10	1200	1	1	136	10	10	2	441	0	0	0	1	0	0	0	-1	2	-1	3	-1	0	20	0	5	0	-1	200	-1	200	-1	-1	1	-1	1	-1	0	256	0	298	0	-1	250	-1	250	-1	-1	300	-1	300	-1	-1	600	-1	600	-1	-1	1800	-1	1800	-1	-1	9	-1	5	-1	-1	9	-1	5	-1	-1	9	-1	5	-1	-1	9	-1	5	-1	-1	10	-1	2	-1	-1	8	-1	1	-1	-1	6	-1	1	-1	-1	4	-1	1	-1	17	0
3.7cm L/46	61	61	1	9	1	7	45	20	3	200	1	1	0	0	5	3	452	0	0	0	0	0	0	0	0	1	-1	-1	-1	4	6	0	0	0	20	20	-1	-1	20	0	0	-1	-1	0	431	431	0	0	398	200	200	-1	-1	250	500	500	-1	-1	500	750	600	-1	-1	750	1000	1000	-1	-1	1100	61	25	-1	-1	81	52	20	-1	-1	48	45	20	-1	-1	32	40	15	-1	-1	20	1	2	-1	-1	0	0	1	-1	-1	0	-1	1	-1	-1	-1	-1	1	-1	-1	-1	108	0
Flammenwerfer	62	62	-1	5	0	7	20	20	20	0	2	2	0	0	10	1	452	0	0	0	0	0	0	0	-1	-1	-1	-1	3	0	0	0	0	8	-1	-1	-1	-1	6	-1	-1	-1	-1	0	0	0	0	0	372	-1	-1	-1	-1	10	-1	-1	-1	-1	30	-1	-1	-1	-1	45	-1	-1	-1	-1	60	-1	-1	-1	-1	125	-1	-1	-1	-1	100	-1	-1	-1	-1	80	-1	-1	-1	-1	60	-1	-1	-1	-1	80	-1	-1	-1	-1	60	-1	-1	-1	-1	40	-1	-1	-1	-1	25	31	2
7.92mm BESA coax	63	67	1	7	0	7	4	150	5	0	225	4	45	15	7	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	20	-1	-1	-1	-1	0	-1	-1	-1	-1	243	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	2
K 98k Schiessbecher	64	64	0	1	0	7	15	80	15	0	1	1	8	1	5	3	482	1	1	0	0	1	0	0	-1	0	0	-1	-1	0	6	4	0	0	2	8	4	-1	-1	0	0	0	-1	-1	398	372	372	0	0	10	20	10	-1	-1	50	50	20	-1	-1	150	75	50	-1	-1	300	200	75	-1	-1	7	7	40	-1	-1	4	7	40	-1	-1	3	7	40	-1	-1	2	7	40	-1	-1	-1	4	2	-1	-1	-1	3	1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	-1	32	0
OQF 95mm Howitzer	65	65	1	9	0	7	80	100	10	300	1	1	0	5	5	5	423	0	0	0	0	0	0	0	-1	3	0	3	-1	0	20	0	5	0	-1	20	20	20	-1	-1	0	0	0	-1	0	431	398	398	0	-1	100	100	100	-1	-1	500	250	500	-1	-1	900	500	900	-1	-1	1250	1150	1250	-1	-1	35	127	4	-1	-1	35	127	4	-1	-1	30	127	4	-1	-1	30	127	4	-1	-1	9	-1	3	-1	-1	6	-1	1	-1	-1	4	-1	0	-1	-1	3	-1	0	-1	19	0
PIAT	66	11	-1	4	1	2	200	100	10	50	1	1	32	3	10	15	416	0	0	0	0	0	0	0	-1	-1	1	-1	-1	0	0	4	0	0	-1	-1	8	-1	-1	-1	-1	0	-1	-1	0	0	431	0	0	-1	-1	15	-1	-1	-1	-1	25	-1	-1	-1	-1	50	-1	-1	-1	-1	90	-1	-1	-1	-1	102	-1	-1	-1	-1	102	-1	-1	-1	-1	102	-1	-1	-1	-1	102	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	6	0
7.92mm BESA bow	67	67	1	7	0	7	4	150	5	0	225	4	92	15	7	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	243	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	1
OPEN	68	68	1	7	0	3	3	150	5	100	100	4	36	15	7	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	372	0	0	0	0	20	-1	-1	-1	-1	80	-1	-1	-1	-1	200	-1	-1	-1	-1	800	-1	-1	-1	-1	7	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	0
Sten Mk V	69	121	1	3	0	7	5	100	5	0	30	5	7	2	5	3	411	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	-1	-1	-1	-1	372	0	0	0	0	10	-1	-1	-1	-1	25	-1	-1	-1	-1	50	-1	-1	-1	-1	100	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	0
Thompson M1A1	70	70	1	3	0	7	5	80	4	0	30	3	10	4	5	3	431	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	-1	-1	-1	-1	372	0	0	0	0	15	-1	-1	-1	-1	30	-1	-1	-1	-1	50	-1	-1	-1	-1	100	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0
Bren	71	8	1	13	0	7	2	100	5	0	28	4	23	4	5	3	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	3	-1	-1	-1	-1	0	-1	-1	-1	-1	431	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	550	-1	-1	-1	-1	800	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	7	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	0
SMLE No.4 Mk I	72	72	0	1	0	7	15	100	5	0	10	1	9	1	5	3	476	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	2	-1	-1	-1	-1	0	-1	-1	-1	-1	431	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	300	-1	-1	-1	-1	500	-1	-1	-1	-1	12	-1	-1	-1	-1	11	-1	-1	-1	-1	10	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0
AA Bren	73	136	1	13	0	7	2	100	5	0	100	4	23	4	5	3	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	10	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	100	-1	-1	-1	-1	200	-1	-1	-1	-1	550	-1	-1	-1	-1	800	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	5	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	3
2 inch mortar	74	112	3	8	2	4	25	25	10	300	1	1	11	2	10	2	441	0	0	0	1	0	0	0	-1	1	-1	2	-1	0	12	0	4	0	-1	40	-1	40	-1	-1	1	-1	1	-1	0	431	0	350	0	-1	100	-1	100	-1	-1	200	-1	200	-1	-1	300	-1	300	-1	-1	460	-1	460	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	8	-1	3	-1	-1	3	-1	1	-1	-1	2	-1	0	-1	-1	2	-1	0	-1	-1	1	-1	0	-1	13	0
Ack Pack	75	75	-1	5	0	7	20	20	15	0	2	2	24	0	10	1	452	0	0	0	0	0	0	0	-1	-1	-1	-1	3	0	0	0	0	8	-1	-1	-1	-1	6	-1	-1	-1	-1	0	0	0	0	0	372	-1	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	35	-1	-1	-1	-1	125	-1	-1	-1	-1	100	-1	-1	-1	-1	80	-1	-1	-1	-1	60	-1	-1	-1	-1	125	-1	-1	-1	-1	100	-1	-1	-1	-1	70	-1	-1	-1	-1	42	31	0
290mm spigot mrtr	76	76	1	9	2	6	400	400	50	0	1	1	0	0	5	3	441	0	0	0	0	0	0	0	-1	4	-1	-1	-1	0	50	0	0	0	-1	30	-1	-1	-1	-1	0	-1	-1	-1	0	372	0	0	0	-1	40	-1	-1	-1	-1	50	-1	-1	-1	-1	70	-1	-1	-1	-1	120	-1	-1	-1	-1	65	-1	-1	-1	-1	65	-1	-1	-1	-1	65	-1	-1	-1	-1	65	-1	-1	-1	-1	18	-1	-1	-1	-1	16	-1	-1	-1	-1	12	-1	-1	-1	-1	8	-1	-1	-1	114	0
MP 722(f)	77	79	1	3	0	1	2	100	4	0	32	4	6	4	5	3	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	-1	-1	-1	-1	372	0	0	0	0	15	-1	-1	-1	-1	30	-1	-1	-1	-1	40	-1	-1	-1	-1	80	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	99	0
OPEN	78	78	1	7	0	3	5	400	4	0	800	12	0	0	6	5	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	15	-1	-1	-1	-1	0	-1	-1	-1	-1	298	0	0	0	0	20	-1	-1	-1	-1	800	-1	-1	-1	-1	3000	-1	-1	-1	-1	7200	-1	-1	-1	-1	16	-1	-1	-1	-1	12	-1	-1	-1	-1	7	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	3
Faustpatrone	79	81	2	4	1	2	20	50	5	5	1	1	7	5	10	15	452	1	0	1	0	0	0	0	-1	-1	1	-1	-1	0	0	6	0	0	-1	-1	8	-1	-1	-1	-1	0	-1	-1	0	0	372	0	0	-1	-1	12	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	30	-1	-1	-1	-1	140	-1	-1	-1	-1	140	-1	-1	-1	-1	140	-1	-1	-1	-1	140	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	22	0
Granatbchse39(G)	80	80	0	4	0	3	80	80	5	0	1	1	25	2	5	3	482	0	0	0	0	1	0	0	0	1	0	-1	-1	0	5	1	0	0	5	8	8	-1	-1	0	0	0	-1	-1	398	350	350	0	0	25	40	20	-1	-1	100	80	40	-1	-1	300	100	60	-1	-1	500	140	80	-1	-1	35	8	40	-1	-1	35	8	40	-1	-1	25	8	40	-1	-1	9	8	40	-1	-1	-1	6	2	-1	-1	-1	3	1	-1	-1	-1	2	1	-1	-1	-1	1	1	-1	-1	32	0
Panzerfaust 30	81	82	2	4	1	2	20	50	5	10	1	1	4	5	10	15	452	0	0	1	0	0	0	0	-1	-1	1	-1	-1	0	0	4	0	0	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	0	398	0	0	-1	-1	12	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	30	-1	-1	-1	-1	190	-1	-1	-1	-1	190	-1	-1	-1	-1	190	-1	-1	-1	-1	190	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	125	0
OQF 17pdr AT	82	109	1	9	1	7	60	60	1	300	1	1	0	5	5	5	423	0	0	0	0	0	0	0	0	2	-1	-1	-1	4	12	0	0	0	20	20	-1	-1	-1	0	0	-1	-1	-1	476	431	0	0	0	500	350	-1	-1	-1	900	650	-1	-1	-1	1300	1000	-1	-1	-1	2300	1600	-1	-1	-1	185	30	-1	-1	-1	166	28	-1	-1	-1	156	28	-1	-1	-1	126	28	-1	-1	-1	2	7	-1	-1	-1	0	5	-1	-1	-1	0	3	-1	-1	-1	0	1	-1	-1	-1	110	0
OPEN	83	83	1	7	0	3	4	100	4	60	250	7	27	15	8	3	431	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	4	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	25	-1	-1	-1	-1	60	-1	-1	-1	-1	120	-1	-1	-1	-1	600	-1	-1	-1	-1	7	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0
Schweres MG34	84	84	1	7	0	7	4	100	5	300	250	4	52	15	8	3	431	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	6	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	7	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0
Leichtes MG34	85	85	1	13	0	7	2	50	4	60	75	6	26	6	8	3	452	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	3	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1000	-1	-1	-1	-1	7	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	0
47mm SA 35 L/32	86	124	1	4	1	7	80	80	10	0	1	1	0	5	5	5	431	0	0	0	0	0	0	0	0	1	-1	-1	-1	4	6	0	0	0	20	20	-1	-1	-1	0	-1	-1	-1	-1	431	431	0	0	0	200	200	-1	-1	-1	400	400	-1	-1	-1	600	600	-1	-1	-1	1000	1000	-1	-1	-1	53	25	-1	-1	-1	46	20	-1	-1	-1	43	20	-1	-1	-1	36	15	-1	-1	-1	1	2	-1	-1	-1	1	2	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	19	0
mle 31coax	87	123	1	7	0	3	5	60	5	0	150	4	45	15	7	3	464	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	20	-1	-1	-1	-1	0	-1	-1	-1	-1	243	0	0	0	0	25	-1	-1	-1	-1	70	-1	-1	-1	-1	150	-1	-1	-1	-1	600	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	2
OPEN	88	88	3	8	0	7	100	35	50	1800	1	1	120	15	10	2	398	0	0	0	1	0	0	0	-1	4	-1	3	-1	0	20	0	5	0	-1	300	-1	300	-1	-1	1	-1	1	-1	0	256	0	298	0	-1	350	-1	350	-1	-1	500	-1	500	-1	-1	1000	-1	1000	-1	-1	3000	-1	3000	-1	-1	20	-1	5	-1	-1	20	-1	5	-1	-1	20	-1	5	-1	-1	20	-1	5	-1	-1	23	-1	10	-1	-1	18	-1	5	-1	-1	10	-1	2	-1	-1	8	-1	1	-1	34	0
leMG 120(r)	89	4	1	13	0	7	3	100	5	0	30	5	20	6	7	5	441	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	3	-1	-1	-1	-1	0	-1	-1	-1	-1	398	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	800	-1	-1	-1	-1	9	-1	-1	-1	-1	8	-1	-1	-1	-1	5	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	0
10.5cm leFH18 L/28	90	40	1	9	0	7	120	120	10	200	1	1	0	5	5	5	452	0	0	0	0	0	0	0	-1	3	2	3	-1	0	25	8	0	0	-1	30	20	30	-1	-1	0	0	0	-1	0	431	431	398	0	-1	300	200	300	-1	-1	550	500	550	-1	-1	850	850	850	-1	-1	2000	1400	2000	-1	-1	45	115	4	-1	-1	45	115	4	-1	-1	40	115	4	-1	-1	40	115	4	-1	-1	11	2	1	-1	-1	9	1	1	-1	-1	6	1	0	-1	-1	4	1	0	-1	112	0
3.7cm Flak	91	91	1	9	0	7	45	45	5	200	9	3	0	5	5	3	452	0	0	0	0	0	0	0	0	1	-1	-1	-1	4	8	0	0	0	20	20	-1	-1	-1	0	0	-1	-1	0	431	431	0	0	0	200	200	-1	-1	-1	500	500	-1	-1	-1	750	600	-1	-1	-1	1000	1000	-1	-1	-1	61	30	-1	-1	-1	52	30	-1	-1	-1	45	25	-1	-1	-1	40	10	-1	-1	-1	1	5	-1	-1	-1	0	3	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	118	0
2cm Flak	92	92	1	9	0	7	10	80	5	200	20	4	0	5	5	5	452	0	0	0	0	0	0	0	0	0	-1	-1	-1	4	4	0	0	0	20	20	-1	-1	-1	0	0	-1	-1	-1	431	431	0	0	0	200	200	-1	-1	-1	500	500	-1	-1	-1	750	600	-1	-1	-1	900	900	-1	-1	-1	43	20	-1	-1	-1	33	15	-1	-1	-1	28	10	-1	-1	-1	23	2	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	118	0
7.5cm PaK40 L46	93	15	1	9	1	7	50	50	5	300	1	1	0	5	5	10	452	0	0	0	0	0	0	0	0	2	-1	2	-1	4	15	0	0	0	20	20	-1	20	-1	0	0	-1	0	-1	476	431	0	398	0	400	350	-1	350	-1	800	750	-1	750	-1	1300	1200	-1	1200	-1	1800	1500	-1	1500	-1	140	35	-1	4	-1	125	30	-1	4	-1	111	30	-1	4	-1	99	25	-1	4	-1	2	7	-1	1	-1	0	5	-1	0	-1	0	3	-1	0	-1	0	2	-1	0	-1	27	0
HHL	94	94	-1	10	1	7	100	100	50	0	1	1	7	1	0	0	452	1	0	0	0	0	0	0	-1	-1	1	-1	-1	0	0	8	0	0	-1	-1	2	-1	-1	-1	-1	0	-1	-1	0	0	350	0	0	-1	-1	5	-1	-1	-1	-1	10	-1	-1	-1	-1	15	-1	-1	-1	-1	20	-1	-1	-1	-1	130	-1	-1	-1	-1	130	-1	-1	-1	-1	130	-1	-1	-1	-1	130	-1	-1	-1	-1	6	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	41	0
7.5cm KwK37 L/24	95	34	1	9	1	7	60	60	5	0	1	1	0	5	5	5	452	0	0	0	0	0	0	0	-1	2	1	2	-1	0	15	4	0	0	-1	20	20	20	-1	-1	0	0	0	-1	0	431	372	398	0	-1	100	100	100	-1	-1	250	350	250	-1	-1	500	750	500	-1	-1	1100	1250	1100	-1	-1	30	115	3	-1	-1	30	115	3	-1	-1	30	115	3	-1	-1	25	115	3	-1	-1	7	2	1	-1	-1	5	1	0	-1	-1	3	1	0	-1	-1	2	-1	0	-1	19	0
Coax MG34 exp	96	45	1	7	0	7	4	100	5	0	250	6	23	15	8	3	431	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	20	-1	-1	-1	-1	0	-1	-1	-1	-1	283	0	0	0	0	50	-1	-1	-1	-1	100	-1	-1	-1	-1	600	-1	-1	-1	-1	1200	-1	-1	-1	-1	8	-1	-1	-1	-1	7	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	2
